X,stat.Text,stat.label
2424,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2425,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2426,The more things Change the more we R fooledrepeat past mistakes unless we pay attention PresidentTrump wb,negative
2427,MAGA trumpdays PresidentTrump AmericaFirst NorthKorea NorthKoreaCrisis President Trump isnt taking your BS you goose,neutral
2428,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2429,USA is now under new management PresidentTrumpteam MAGA zlBfXxkYYG,neutral
2430,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2431,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2432,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2433,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2434,WELL CALL IT THE GREAT WALL OF TRUMPPresidentTrumpGod Bless our,positive
2435,has to tweetuse face book other platforms to speak directly to ppl Cant trust MSM to tell truth sYmjqMB,positive
2436,WELL CALL IT THE GREAT WALL OF TRUMPPresidentTrumpGod Bless our,positive
2437,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump KqNfDyr,positive
2438,WELL CALL IT THE GREAT WALL OF TRUMPPresidentTrumpGod Bless our,positive
2439,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2440,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2441,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
2442,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2443,is a NeverTrumper so take what he says about PresidentTrump with a grain of salt first pFkIKSLAC,neutral
2444,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2445,SoonVery soonliberal LiberalsUnite p,neutral
2446,PresidentTrump Names ProLife Leader to Key HHS PostReplacing a PlannedParenthood Activist RYbztTXR TU POTUSTrump AWESOME,positive
2447,Andrew Sullivan Maybe America Wasnt Crazy to Elect Donald Trump PresidentTrumpWritten by a Trump hating iYEnGDdVy,neutral
2448,MAGA Trump to NRA BerkeleyProtest PresidentTrump NRAAM GDpFDqPuq,positive
2449,firstaka Dick is hanging his hopes on the same polls that were so wrong so many time about ZWMOoueQkF,negative
2450,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2451,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2452,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2453,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2454,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2455,We Will FightAmericanWorkers Jobs,neutral
2456,blathers about the wall failure Its that kind of nonsense that explains why they are not called VanityGood PresidentTrump,negative
2457,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2458,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2459,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2460,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2461,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2462,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2463,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2464,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2465,The more things Change the more we R fooledrepeat past mistakes unless we pay attention PresidentTrump wb,negative
2466,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2467,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2468,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2469,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2470,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2471,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2472,Obamacare has a higher approval rating than PresidentTrump,positive
2473,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2474,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2475,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2476,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2477,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2478,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2479,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2480,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2481,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2482,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2483,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2484,I Made My PromiseKeep My Promise,neutral
2485,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2486,Rich instakids stranded at fyrefest are basically the rest of us with PresidentTrumpexcept we didnt choose this,positive
2487,Take away his fucking Tweeter before were all nuked PresidentTrump ManBaby UbljAziek,negative
2488,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2489,Sessions is going after the MS gangsFinallyGod bless him and the President who put him thereThank you PresidentTrump,positive
2490,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2491,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2492,Take away his fucking Tweeter before were all nuked PresidentTrump ManBaby,negative
2493,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2494,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2495,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2496,I Made My PromiseKeep My Promise,neutral
2497,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2498,Another great interview with PresidentTrumpMAGA AmericaFirstMnjXCXHWnL,positive
2499,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2500,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets CRoL,positive
2501,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2502,I Made My PromiseKeep My Promise,neutral
2503,Every time PresidentTrump speaks I like him more and more Keep this train rollingMAGA,positive
2504,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2505,IssuesThatMatterToMeIsreally and alien conspiracy theory,negative
2506,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2507,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2508,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2509,Who are you kidding Theyd all be Trump supporters MAGA RealWarOnWomen LiberalIdiot AmericaFirst Trump PresidentTr,positive
2510,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2511,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2512,We better get busy ANY Arizona PresidentTrump supporters working on RECALL petition t GcRPsali,positive
2513,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2514,PresidentTrump this is our sunclouds Philly PA Today Get scared very scared this is fucked up sorry the Fr YmqnJcB,negative
2515,Browse our recent updates on PresidentTrump and his first days in office lsLtfba presidentialpolitics,neutral
2516,I Made My PromiseKeep My Promise,neutral
2517,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2518,PresidentTrump said every country been taking advantage of the Stupidity of the UnitedStates I believe that never again Newsheriffintown,neutral
2519,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2520,MAGA trumpdays PresidentTrump AmericaFirst NorthKorea NorthKoreaCrisis President Trump isnt taking your B kxHoaGds,positive
2521,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2522,Who are you kidding Theyd all be Trump supporters MAGA RealWarOnWomen LiberalIdiot AmericaFirst Trump PresidentTr,positive
2523,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackA gHowmicFi,negative
2524,PresidentTrump to hold fundraiser for Handel on Friday in Atlanta NVPQNnbw MAGA KarenHandel TomPrice,neutral
2525,Donald Trump has got to go Hey hey Ho ho protest PresidentTrump atlanta cnn HHTlaLSen,neutral
2526,Say goodbye to globalism with PresidentTrump we MAGA and we stand strong withWorldMarine MarineLePen i,positive
2527,PresidentTrump please repair the WhiteHouseLogo by replacing Obamas WhiteFlagOfSurrender with the STARSandSTRIPES,neutral
2528,PresidentTrump I will never infringe on the right to bear arms NRA Convention,neutral
2529,PresidentTrump Freedom is not a gift from government It is a gift from God NRA Convention,neutral
2530,He can always go back to his old lifehope he is not going into a depression PresidentTrump USA USAFacts rftjaHcmp,negative
2531,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
2532,What PresidentTrumps Tax Proposal Means For The Housing Market And The Value Of Your Home GnNyKXmZ RealEstate Needtoknow,neutral
2533,Donald trump Nice ass qwdWVfjDp president trump presidenttrump whitehouse fakenews trumptower ivankatrump,positive
2534,IssuesThatMatterToMeSex Fake News Religion Bullshit War and PeaceAnd where the Hell is Freedom at,negative
2535,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2536,PresidentTrump Looks to Turn the Screws on NorthKorea HzIxqACYE,neutral
2537,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2538,FriendshipsOnlyLastIfisnt involved,neutral
2539,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2540,PresidentTrump Freedom is not a gift from government It is a gift from God NRA Convention,neutral
2541,GO AWAY illegitimatePresident blametrump ImpeachTrump notmypresident Trump DonaldTrump PresidentTrump,positive
2542,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2543,NOKO shot off that bottlerocket to push Americas your button khVVqpZhO,neutral
2544,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2545,months all kinds of wars and all kinds HSOZdmvu,neutral
2546,FriendshipsOnlyLastIfisnt involved,neutral
2547,LOL All PresidentTrump has is a Bunch no backbone Republicans That talk talk promise prom,positive
2548,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2549,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets CRoLEm PJNET,positive
2550,LOL All PresidentTrump has is a Bunch no backbone Republicans That talk talk prom afLtQWGNxe,neutral
2551,And the VOTERSReject Congres with our VOTES Hay Stupid Congres PresidentTrump is the VOTERS you reject Trump U R yeUtuNUyC,negative
2552,USA is now under new management PresidentTrumpteam MAGA eiCaRY,neutral
2553,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2554,I Made My PromiseKeep My Promise,neutral
2555,President Trump Delivers Keynote AtNRA ConventioneVXOxMVwm A NRA MAGA PresidentTrump,positive
2556,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump GNdtxhdD,positive
2557,Breaking President Trump Disrespects Melania In Public Again Its Sick PHOTOSLEAKoDsOm,negative
2558,Has The Donald really been gotten toPresidentTrump,neutral
2559,those of U disparaging PresidentTrumpthings said when he was youngWinstonChurchill said it best rEdS,neutral
2560,MAGA Trump to NRA BerkeleyProtest PresidentTrump NRAAM GLrglqghmz,positive
2561,VIRAL VIDEO Has Largest FreeStanding Army is OUR PresidentTrumpAmeric,neutral
2562,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2563,VIRAL VIDEO Has Largest FreeStanding Army is OUR PresidentTrumpAmeric,neutral
2564,Why are we being discriminated against We go to jail for breaking the law and our government protects illegals,negative
2565,They are making a mockery out of our judicial system The Constitution protect the American people first,neutral
2566,Press falsely reports PresidentTrump said he wasnt ready to be President He said the workload was heavier than he expected Incompetence,negative
2567,Why do you need to proceed with sanctions against illegal immigrants Send the military in and get them out of our country,negative
2568,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2569,lesterholtnbcnightlynewswithlesterholtreports presidenttrump dayswhitehouse HwqtTEvxRd,neutral
2570,The Truth About MS Is HereMAGA PresidentTrump DonaldTrump drainthesw AmericaFirst TrumpRussia LqdCvxRwa,neutral
2571,Congratulations PresidentTrump on your FirstDays Keep tweetingsetting the Record Straight The Greatest Lead,positive
2572,Congratulations PresidentTrump on your FirstDays Keep tweetingsetting the Record Straight The Greatest liWJiUkaOV,positive
2573,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
